Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
ONE PEARL BANK,"2,961,000","1,280.92","2,312",Jan-21,PEARL BANK,New Sale,Strata,119,"24,882",-,Apartment,1,99 yrs lease commencing from 2019,03,Rest of Central Region,21 to 25
ASCENTIA SKY,"1,560,000","1,011.82","1,542",Jan-21,ALEXANDRA VIEW,Resale,Strata,94,"16,596",-,Condominium,1,99 yrs lease commencing from 2008,03,Rest of Central Region,26 to 30
AVENUE SOUTH RESIDENCE,"3,468,000","1,668.42","2,079",Jan-21,SILAT AVENUE,New Sale,Strata,155,"22,374",-,Apartment,1,99 yrs lease commencing from 2018,03,Rest of Central Region,56 to 60
ALTEZ,"2,000,000","1,173.28","1,705",Jan-21,ENGGOR STREET,Resale,Strata,109,"18,349",-,Apartment,1,99 yrs lease commencing from 2008,02,Core Central Region,46 to 50
THE REEF AT KING'S DOCK,"1,120,757",484.38,"2,314",Jan-21,HARBOURFRONT AVENUE,New Sale,Strata,45,"24,906",-,Condominium,1,99 yrs lease commencing from 2021,04,Rest of Central Region,01 to 05
THE REEF AT KING'S DOCK,"3,439,270","1,216.33","2,828",Jan-21,HARBOURFRONT AVENUE,New Sale,Strata,113,"30,436",-,Condominium,1,99 yrs lease commencing from 2021,04,Rest of Central Region,01 to 05
MARGARET VILLE,"1,524,194",828.83,"1,839",Jan-21,MARGARET DRIVE,New Sale,Strata,77,"19,795",-,Apartment,1,99 yrs lease commencing from 2017,03,Rest of Central Region,31 to 35
THE REEF AT KING'S DOCK,"3,256,464","1,248.62","2,608",Jan-21,HARBOURFRONT AVENUE,New Sale,Strata,116,"28,073",-,Condominium,1,99 yrs lease commencing from 2021,04,Rest of Central Region,06 to 10
TWIN REGENCY,"1,810,000",979.52,"1,848",Jan-21,KIM TIAN ROAD,Resale,Strata,91,"19,890",-,Condominium,1,Freehold,03,Rest of Central Region,11 to 15
REFLECTIONS AT KEPPEL BAY,"3,427,270","1,829.88","1,873",Jan-21,KEPPEL BAY VIEW,Resale,Strata,170,"20,160",-,Condominium,1,99 yrs lease commencing from 2006,04,Rest of Central Region,06 to 10
THE ANCHORAGE,"2,008,888","1,420.85","1,414",Jan-21,ALEXANDRA ROAD,Resale,Strata,132,"15,219",-,Condominium,1,Freehold,03,Rest of Central Region,01 to 05
NORMANTON PARK,"1,304,148",764.24,"1,706",Jan-21,NORMANTON PARK,New Sale,Strata,71,"18,368",-,Apartment,1,99 yrs lease commencing from 2019,05,Rest of Central Region,06 to 10
NORMANTON PARK,"2,936,070","1,614.6","1,818",Jan-21,NORMANTON PARK,New Sale,Strata,150,"19,574",-,Apartment,1,99 yrs lease commencing from 2019,05,Rest of Central Region,16 to 20
THE SORRENTO,"1,300,000","1,065.64","1,220",Jan-21,WEST COAST ROAD,Resale,Strata,99,"13,131",-,Condominium,1,Freehold,05,Outside Central Region,01 to 05
CLAVON,"889,000",527.44,"1,686",Jan-21,CLEMENTI AVENUE 1,New Sale,Strata,49,"18,143",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,16 to 20
CLAVON,"961,000",527.44,"1,822",Jan-21,CLEMENTI AVENUE 1,New Sale,Strata,49,"19,612",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,26 to 30
PARC CLEMATIS,"1,169,500",688.9,"1,698",Jan-21,JALAN LEMPENG,New Sale,Strata,64,"18,273",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,01 to 05
CENTRAL GREEN CONDOMINIUM,"2,950,000","2,109.74","1,398",Jan-21,JALAN MEMBINA,Resale,Strata,196,"15,051",-,Condominium,1,99 yrs lease commencing from 1992,03,Rest of Central Region,21 to 25
ICON,"960,000",559.73,"1,715",Jan-21,GOPENG STREET,Resale,Strata,52,"18,462",-,Apartment,1,99 yrs lease commencing from 2002,02,Core Central Region,11 to 15
THE TRILINQ,"1,396,000",914.94,"1,526",Jan-21,JALAN LEMPENG,Resale,Strata,85,"16,424",-,Condominium,1,99 yrs lease commencing from 2012,05,Outside Central Region,11 to 15
TREASURE PLACE,"1,685,000","1,356.26","1,242",Jan-21,LORONG SARHAD,Resale,Strata,126,"13,373",-,Condominium,1,Freehold,05,Rest of Central Region,01 to 05
CARIBBEAN AT KEPPEL BAY,"1,950,000","1,227.1","1,589",Jan-21,KEPPEL BAY DRIVE,Resale,Strata,114,"17,105",-,Condominium,1,99 yrs lease commencing from 1999,04,Rest of Central Region,01 to 05
LANDRIDGE CONDOMINIUM,"2,338,000","1,776.06","1,316",Jan-21,PASIR PANJANG ROAD,Resale,Strata,165,"14,170",-,Condominium,1,Freehold,05,Rest of Central Region,01 to 05
EMERALD PARK,"1,170,000",925.7,"1,264",Jan-21,INDUS ROAD,Resale,Strata,86,"13,605",-,Condominium,1,99 yrs lease commencing from 1991,03,Rest of Central Region,11 to 15
STIRLING RESIDENCES,"1,350,000",635.08,"2,126",Jan-21,STIRLING ROAD,New Sale,Strata,59,"22,881",-,Apartment,1,99 yrs lease commencing from 2017,03,Rest of Central Region,31 to 35
STIRLING RESIDENCES,"1,361,000",635.08,"2,143",Jan-21,STIRLING ROAD,New Sale,Strata,59,"23,068",-,Apartment,1,99 yrs lease commencing from 2017,03,Rest of Central Region,36 to 40
THE INFINITI,"1,380,000","1,259.39","1,096",Jan-21,WEST COAST PARK,Resale,Strata,117,"11,795",-,Condominium,1,Freehold,05,Outside Central Region,01 to 05
NORMANTON PARK,"1,319,430",721.19,"1,830",Jan-21,NORMANTON PARK,New Sale,Strata,67,"19,693",-,Apartment,1,99 yrs lease commencing from 2019,05,Rest of Central Region,21 to 25
NORMANTON PARK,"945,438",527.44,"1,793",Jan-21,NORMANTON PARK,New Sale,Strata,49,"19,295",-,Apartment,1,99 yrs lease commencing from 2019,05,Rest of Central Region,01 to 05
NORMANTON PARK,"1,313,940",731.95,"1,795",Jan-21,NORMANTON PARK,New Sale,Strata,68,"19,323",-,Apartment,1,99 yrs lease commencing from 2019,05,Rest of Central Region,06 to 10
NORMANTON PARK,"1,318,332",731.95,"1,801",Jan-21,NORMANTON PARK,New Sale,Strata,68,"19,387",-,Apartment,1,99 yrs lease commencing from 2019,05,Rest of Central Region,06 to 10
NORMANTON PARK,"1,498,550",850.36,"1,762",Jan-21,NORMANTON PARK,New Sale,Strata,79,"18,969",-,Apartment,1,99 yrs lease commencing from 2019,05,Rest of Central Region,06 to 10
LE HILL CONDOMINIUM,"1,310,000",990.29,"1,323",Jan-21,PASIR PANJANG HILL,Resale,Strata,92,"14,239",-,Condominium,1,Freehold,05,Rest of Central Region,01 to 05
CENTRAL GREEN CONDOMINIUM,"1,150,000",775.01,"1,484",Jan-21,JALAN MEMBINA,Resale,Strata,72,"15,972",-,Condominium,1,99 yrs lease commencing from 1992,03,Rest of Central Region,11 to 15
REFLECTIONS AT KEPPEL BAY,"5,450,000","3,379.9","1,612",Jan-21,KEPPEL BAY VIEW,Resale,Strata,314,"17,357",-,Condominium,1,99 yrs lease commencing from 2006,04,Rest of Central Region,01 to 05
THE METROPOLITAN CONDOMINIUM,"1,180,000",839.59,"1,405",Jan-21,ALEXANDRA VIEW,Resale,Strata,78,"15,128",-,Condominium,1,99 yrs lease commencing from 2006,03,Rest of Central Region,11 to 15
DOVER PARKVIEW,"1,092,500",968.76,"1,128",Jan-21,DOVER RISE,Resale,Strata,90,"12,139",-,Condominium,1,99 yrs lease commencing from 1993,05,Rest of Central Region,01 to 05
ALEX RESIDENCES,"1,630,000",925.7,"1,761",Jan-21,ALEXANDRA VIEW,Resale,Strata,86,"18,953",-,Apartment,1,99 yrs lease commencing from 2013,03,Rest of Central Region,06 to 10
EMERALD PARK,"1,300,000","1,011.82","1,285",Jan-21,INDUS ROAD,Resale,Strata,94,"13,830",-,Condominium,1,99 yrs lease commencing from 1991,03,Rest of Central Region,11 to 15
THE INFINITI,"1,438,000","1,270.15","1,132",Jan-21,WEST COAST PARK,Resale,Strata,118,"12,186",-,Condominium,1,Freehold,05,Outside Central Region,06 to 10
THE PEAK@BALMEG,"1,482,000",990.29,"1,497",Jan-21,BALMEG HILL,Resale,Strata,92,"16,109",-,Condominium,1,Freehold,05,Rest of Central Region,01 to 05
THE PARC CONDOMINIUM,"1,730,000","1,216.33","1,422",Jan-21,WEST COAST WALK,Resale,Strata,113,"15,310",-,Condominium,1,Freehold,05,Outside Central Region,11 to 15
THE STELLAR,"1,850,000","1,883.7",982,Jan-21,WEST COAST ROAD,Resale,Strata,175,"10,571",-,Condominium,1,Freehold,05,Outside Central Region,01 to 05
THE FORESTA @ MOUNT FABER,"1,280,000",721.19,"1,775",Jan-21,WISHART ROAD,Resale,Strata,67,"19,104",-,Condominium,1,Freehold,04,Rest of Central Region,01 to 05
ICON,"1,040,000",581.26,"1,789",Jan-21,GOPENG STREET,Resale,Strata,54,"19,259",-,Apartment,1,99 yrs lease commencing from 2002,02,Core Central Region,16 to 20
WHISTLER GRAND,"2,020,800","1,442.38","1,401",Jan-21,WEST COAST VALE,New Sale,Strata,134,"15,081",-,Apartment,1,99 yrs lease commencing from 2018,05,Outside Central Region,26 to 30
THE LANDMARK,"1,530,000",678.13,"2,256",Jan-21,CHIN SWEE ROAD,New Sale,Strata,63,"24,286",-,Condominium,1,99 yrs lease commencing from 2020,03,Rest of Central Region,21 to 25
THE INTERLACE,"1,670,000","1,259.39","1,326",Jan-21,DEPOT ROAD,Resale,Strata,117,"14,274",-,Condominium,1,99 yrs lease commencing from 2009,04,Rest of Central Region,06 to 10
THE ROCHESTER RESIDENCES,"1,190,000",979.52,"1,215",Jan-21,ROCHESTER DRIVE,Resale,Strata,91,"13,077",-,Apartment,1,99 yrs lease commencing from 2005,05,Rest of Central Region,06 to 10
NORMANTON PARK,"1,195,740",656.6,"1,821",Jan-21,NORMANTON PARK,New Sale,Strata,61,"19,602",-,Apartment,1,99 yrs lease commencing from 2019,05,Rest of Central Region,16 to 20
NORMANTON PARK,"903,892",516.67,"1,749",Jan-21,NORMANTON PARK,New Sale,Strata,48,"18,831",-,Apartment,1,99 yrs lease commencing from 2019,05,Rest of Central Region,01 to 05
NORMANTON PARK,"1,652,515",947.23,"1,745",Jan-21,NORMANTON PARK,New Sale,Strata,88,"18,779",-,Apartment,1,99 yrs lease commencing from 2019,05,Rest of Central Region,06 to 10
PARC CLEMATIS,"2,765,000","1,711.48","1,616",Jan-21,JALAN LEMPENG,New Sale,Strata,159,"17,390",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,21 to 25
PARC CLEMATIS,"1,185,500",710.42,"1,669",Jan-21,JALAN LEMPENG,New Sale,Strata,66,"17,962",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,01 to 05
CLAVON,"1,844,000","1,130.22","1,632",Jan-21,CLEMENTI AVENUE 1,New Sale,Strata,105,"17,562",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,26 to 30
PARC CLEMATIS,"795,000",452.09,"1,759",Jan-21,JALAN LEMPENG,New Sale,Strata,42,"18,929",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,16 to 20
ONE SHENTON,"1,340,000",850.36,"1,576",Jan-21,SHENTON WAY,Resale,Strata,79,"16,962",-,Apartment,1,99 yrs lease commencing from 2005,01,Core Central Region,21 to 25
THE PARC CONDOMINIUM,"1,858,000","1,291.68","1,438",Jan-21,WEST COAST WALK,Resale,Strata,120,"15,483",-,Condominium,1,Freehold,05,Outside Central Region,16 to 20
ALTEZ,"1,500,000",753.48,"1,991",Jan-21,ENGGOR STREET,Resale,Strata,70,"21,429",-,Apartment,1,99 yrs lease commencing from 2008,02,Core Central Region,36 to 40
MARINA BAY RESIDENCES,"2,188,000",979.52,"2,234",Jan-21,MARINA BOULEVARD,Resale,Strata,91,"24,044",-,Condominium,1,99 yrs lease commencing from 2005,01,Core Central Region,01 to 05
PARC RIVIERA,"980,000",710.42,"1,379",Jan-21,WEST COAST VALE,Resale,Strata,66,"14,848",-,Condominium,1,99 yrs lease commencing from 2015,05,Outside Central Region,11 to 15
BURLINGTON SQUARE,"1,100,000",839.59,"1,310",Jan-21,BENCOOLEN STREET,Resale,Strata,78,"14,103",-,Apartment,1,99 yrs lease commencing from 1996,07,Rest of Central Region,11 to 15
ASCENTIA SKY,"2,320,000","1,819.12","1,275",Jan-21,ALEXANDRA VIEW,Resale,Strata,169,"13,728",-,Condominium,1,99 yrs lease commencing from 2008,03,Rest of Central Region,16 to 20
ONE PEARL BANK,"1,692,000",699.66,"2,418",Jan-21,PEARL BANK,New Sale,Strata,65,"26,031",-,Apartment,1,99 yrs lease commencing from 2019,03,Rest of Central Region,16 to 20
AVENUE SOUTH RESIDENCE,"1,550,000",656.6,"2,361",Jan-21,SILAT AVENUE,New Sale,Strata,61,"25,410",-,Apartment,1,99 yrs lease commencing from 2018,03,Rest of Central Region,36 to 40
FRAGRANCE COURT,"1,530,000","1,388.56","1,102",Jan-21,YEW SIANG ROAD,Resale,Strata,129,"11,860",-,Apartment,1,Freehold,05,Rest of Central Region,01 to 05
PASIR VIEW PARK,"1,605,000","1,334.74","1,202",Jan-21,PASIR PANJANG ROAD,Resale,Strata,124,"12,944",-,Condominium,1,Freehold,05,Rest of Central Region,01 to 05
STIRLING RESIDENCES,"1,418,000",678.13,"2,091",Jan-21,STIRLING ROAD,New Sale,Strata,63,"22,508",-,Apartment,1,99 yrs lease commencing from 2017,03,Rest of Central Region,26 to 30
BOTANNIA,"2,080,000","1,582.31","1,315",Jan-21,WEST COAST PARK,Resale,Strata,147,"14,150",-,Condominium,1,956 yrs lease commencing from 1928,05,Outside Central Region,06 to 10
ALEX RESIDENCES,"1,380,000",656.6,"2,102",Jan-21,ALEXANDRA VIEW,Resale,Strata,61,"22,623",-,Apartment,1,99 yrs lease commencing from 2013,03,Rest of Central Region,36 to 40
NORMANTON PARK,"1,313,316",764.24,"1,718",Jan-21,NORMANTON PARK,New Sale,Strata,71,"18,497",-,Apartment,1,99 yrs lease commencing from 2019,05,Rest of Central Region,06 to 10
NORMANTON PARK,"1,962,126","1,097.93","1,787",Jan-21,NORMANTON PARK,New Sale,Strata,102,"19,237",-,Apartment,1,99 yrs lease commencing from 2019,05,Rest of Central Region,11 to 15
NORMANTON PARK,"999,600",559.73,"1,786",Jan-21,NORMANTON PARK,New Sale,Strata,52,"19,223",-,Apartment,1,99 yrs lease commencing from 2019,05,Rest of Central Region,01 to 05
SEASCAPE,"6,000,000","2,852.46","2,103",Jan-21,COVE WAY,Resale,Strata,265,"22,642",-,Condominium,1,99 yrs lease commencing from 2007,04,Core Central Region,06 to 10
NORMANTON PARK,"919,081",516.67,"1,779",Jan-21,NORMANTON PARK,New Sale,Strata,48,"19,148",-,Apartment,1,99 yrs lease commencing from 2019,05,Rest of Central Region,16 to 20
PARC CLEMATIS,"2,537,000","1,496.2","1,696",Jan-21,JALAN LEMPENG,New Sale,Strata,139,"18,252",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,16 to 20
PARC CLEMATIS,"1,452,000",914.94,"1,587",Jan-21,JALAN LEMPENG,New Sale,Strata,85,"17,082",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,06 to 10
TWIN VEW,"1,969,000","1,377.79","1,429",Jan-21,WEST COAST VALE,New Sale,Strata,128,"15,383",-,Apartment,1,99 yrs lease commencing from 2017,05,Outside Central Region,11 to 15
CARIBBEAN AT KEPPEL BAY,"2,700,000","2,583.36","1,045",Jan-21,KEPPEL BAY DRIVE,Resale,Strata,240,"11,250",-,Condominium,1,99 yrs lease commencing from 1999,04,Rest of Central Region,06 to 10
ALTEZ,"2,400,000","1,184.04","2,027",Jan-21,ENGGOR STREET,Resale,Strata,110,"21,818",-,Apartment,1,99 yrs lease commencing from 2008,02,Core Central Region,41 to 45
SPOTTISWOODE 18,"808,800",387.5,"2,087",Jan-21,SPOTTISWOODE PARK ROAD,Resale,Strata,36,"22,467",-,Apartment,1,Freehold,02,Rest of Central Region,06 to 10
CARABELLE,"1,668,888","1,291.68","1,292",Jan-21,WEST COAST WAY,Resale,Strata,120,"13,907",-,Condominium,1,956 yrs lease commencing from 1928,05,Outside Central Region,01 to 05
ARTRA,"1,450,000",785.77,"1,845",Jan-21,ALEXANDRA VIEW,Sub Sale,Strata,73,"19,863",-,Apartment,1,99 yrs lease commencing from 2016,03,Rest of Central Region,11 to 15
RIVIERE,"4,311,000","1,711.48","2,519",Jan-21,JIAK KIM STREET,New Sale,Strata,159,"27,113",-,Apartment,1,99 yrs lease commencing from 2018,03,Rest of Central Region,16 to 20
WHISTLER GRAND,"852,800",505.91,"1,686",Jan-21,WEST COAST VALE,New Sale,Strata,47,"18,145",-,Apartment,1,99 yrs lease commencing from 2018,05,Outside Central Region,26 to 30
THE ANCHORAGE,"2,050,000","1,420.85","1,443",Jan-21,ALEXANDRA ROAD,Resale,Strata,132,"15,530",-,Condominium,1,Freehold,03,Rest of Central Region,01 to 05
THE M,"1,600,000",592.02,"2,703",Jan-21,MIDDLE ROAD,New Sale,Strata,55,"29,091",-,Apartment,1,99 yrs lease commencing from 2019,07,Core Central Region,11 to 15
NORMANTON PARK,"917,507",527.44,"1,740",Jan-21,NORMANTON PARK,New Sale,Strata,49,"18,725",-,Apartment,1,99 yrs lease commencing from 2019,05,Rest of Central Region,01 to 05
NORMANTON PARK,"1,981,890","1,097.93","1,805",Jan-21,NORMANTON PARK,New Sale,Strata,102,"19,430",-,Apartment,1,99 yrs lease commencing from 2019,05,Rest of Central Region,16 to 20
NORMANTON PARK,"1,322,724",731.95,"1,807",Jan-21,NORMANTON PARK,New Sale,Strata,68,"19,452",-,Apartment,1,99 yrs lease commencing from 2019,05,Rest of Central Region,11 to 15
CLAVON,"1,377,000",764.24,"1,802",Jan-21,CLEMENTI AVENUE 1,New Sale,Strata,71,"19,394",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,31 to 35
ONE-NORTH RESIDENCES,"1,438,888",979.52,"1,469",Jan-21,ONE-NORTH GATEWAY,Resale,Strata,91,"15,812",-,Apartment,1,99 yrs lease commencing from 2005,05,Rest of Central Region,06 to 10
PARC CLEMATIS,"1,452,000",914.94,"1,587",Jan-21,JALAN LEMPENG,New Sale,Strata,85,"17,082",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,06 to 10
TWIN VEW,"1,999,000","1,377.79","1,451",Jan-21,WEST COAST VALE,New Sale,Strata,128,"15,617",-,Apartment,1,99 yrs lease commencing from 2017,05,Outside Central Region,16 to 20
PRINCIPAL GARDEN,"2,150,000","1,076.4","1,997",Jan-21,PRINCE CHARLES CRESCENT,Resale,Strata,100,"21,500",-,Condominium,1,99 yrs lease commencing from 2014,03,Rest of Central Region,16 to 20
PRINCIPAL GARDEN,"1,350,000",764.24,"1,766",Jan-21,PRINCE CHARLES CRESCENT,Resale,Strata,71,"19,014",-,Condominium,1,99 yrs lease commencing from 2014,03,Rest of Central Region,01 to 05
COMMONWEALTH TOWERS,"855,000",441.32,"1,937",Jan-21,COMMONWEALTH AVENUE,Resale,Strata,41,"20,854",-,Condominium,1,99 yrs lease commencing from 2013,03,Rest of Central Region,16 to 20
SOUTH BEACH RESIDENCES,"3,802,400","1,216.33","3,126",Jan-21,BEACH ROAD,Resale,Strata,113,"33,650",-,Apartment,1,99 yrs lease commencing from 2007,07,Core Central Region,31 to 35
EMERALD GARDEN,"2,588,000","1,345.5","1,923",Jan-21,CLUB STREET,Resale,Strata,125,"20,704",-,Condominium,1,999 yrs lease commencing from 1827,01,Rest of Central Region,06 to 10
REFLECTIONS AT KEPPEL BAY,"2,655,000","1,560.78","1,701",Jan-21,KEPPEL BAY VIEW,Resale,Strata,145,"18,310",-,Condominium,1,99 yrs lease commencing from 2006,04,Rest of Central Region,06 to 10
THE ANCHORAGE,"2,220,000","1,420.85","1,562",Jan-21,ALEXANDRA ROAD,Resale,Strata,132,"16,818",-,Condominium,1,Freehold,03,Rest of Central Region,06 to 10
CONCOURSE SKYLINE,"1,510,000",850.36,"1,776",Jan-21,BEACH ROAD,Resale,Strata,79,"19,114",-,Apartment,1,99 yrs lease commencing from 2008,07,Core Central Region,06 to 10
DOVER PARKVIEW,"1,050,000",936.47,"1,121",Jan-21,DOVER RISE,Resale,Strata,87,"12,069",-,Condominium,1,99 yrs lease commencing from 1993,05,Rest of Central Region,06 to 10
ONE PEARL BANK,"1,925,000",893.41,"2,155",Jan-21,PEARL BANK,New Sale,Strata,83,"23,193",-,Apartment,1,99 yrs lease commencing from 2019,03,Rest of Central Region,06 to 10
WHISTLER GRAND,"2,033,600","1,442.38","1,410",Jan-21,WEST COAST VALE,New Sale,Strata,134,"15,176",-,Apartment,1,99 yrs lease commencing from 2018,05,Outside Central Region,26 to 30
WHISTLER GRAND,"1,060,800",688.9,"1,540",Jan-21,WEST COAST VALE,New Sale,Strata,64,"16,575",-,Apartment,1,99 yrs lease commencing from 2018,05,Outside Central Region,36 to 40
WHISTLER GRAND,"788,800",441.32,"1,787",Jan-21,WEST COAST VALE,New Sale,Strata,41,"19,239",-,Apartment,1,99 yrs lease commencing from 2018,05,Outside Central Region,31 to 35
AVENUE SOUTH RESIDENCE,"1,092,000",527.44,"2,070",Jan-21,SILAT AVENUE,New Sale,Strata,49,"22,286",-,Apartment,1,99 yrs lease commencing from 2018,03,Rest of Central Region,21 to 25
AVENUE SOUTH RESIDENCE,"2,965,000","1,496.2","1,982",Jan-21,SILAT AVENUE,New Sale,Strata,139,"21,331",-,Apartment,1,99 yrs lease commencing from 2018,03,Rest of Central Region,26 to 30
THE M,"1,900,000",753.48,"2,522",Jan-21,MIDDLE ROAD,New Sale,Strata,70,"27,143",-,Apartment,1,99 yrs lease commencing from 2019,07,Core Central Region,11 to 15
NORMANTON PARK,"1,640,808",936.47,"1,752",Jan-21,NORMANTON PARK,New Sale,Strata,87,"18,860",-,Apartment,1,99 yrs lease commencing from 2019,05,Rest of Central Region,11 to 15
NORMANTON PARK,"1,972,941","1,097.93","1,797",Jan-21,NORMANTON PARK,New Sale,Strata,102,"19,343",-,Apartment,1,99 yrs lease commencing from 2019,05,Rest of Central Region,16 to 20
ONE PEARL BANK,"2,011,000",893.41,"2,251",Jan-21,PEARL BANK,New Sale,Strata,83,"24,229",-,Apartment,1,99 yrs lease commencing from 2019,03,Rest of Central Region,16 to 20
AVENUE SOUTH RESIDENCE,"1,474,000",656.6,"2,245",Jan-21,SILAT AVENUE,New Sale,Strata,61,"24,164",-,Apartment,1,99 yrs lease commencing from 2018,03,Rest of Central Region,31 to 35
NORMANTON PARK,"1,173,920",667.37,"1,759",Jan-21,NORMANTON PARK,New Sale,Strata,62,"18,934",-,Apartment,1,99 yrs lease commencing from 2019,05,Rest of Central Region,01 to 05
NORMANTON PARK,"1,976,400","1,097.93","1,800",Jan-21,NORMANTON PARK,New Sale,Strata,102,"19,376",-,Apartment,1,99 yrs lease commencing from 2019,05,Rest of Central Region,16 to 20
NORMANTON PARK,"1,316,136",731.95,"1,798",Jan-21,NORMANTON PARK,New Sale,Strata,68,"19,355",-,Apartment,1,99 yrs lease commencing from 2019,05,Rest of Central Region,06 to 10
NORMANTON PARK,"1,917,468","1,087.16","1,764",Jan-21,NORMANTON PARK,New Sale,Strata,101,"18,985",-,Apartment,1,99 yrs lease commencing from 2019,05,Rest of Central Region,01 to 05
NORMANTON PARK,"1,153,110",645.84,"1,785",Jan-21,NORMANTON PARK,New Sale,Strata,60,"19,219",-,Apartment,1,99 yrs lease commencing from 2019,05,Rest of Central Region,16 to 20
NORMANTON PARK,"1,160,862",645.84,"1,797",Jan-21,NORMANTON PARK,New Sale,Strata,60,"19,348",-,Apartment,1,99 yrs lease commencing from 2019,05,Rest of Central Region,21 to 25
TWIN VEW,"1,886,000","1,377.79","1,369",Jan-21,WEST COAST VALE,New Sale,Strata,128,"14,734",-,Apartment,1,99 yrs lease commencing from 2017,05,Outside Central Region,01 to 05
TWIN VEW,"1,961,000","1,377.79","1,423",Jan-21,WEST COAST VALE,New Sale,Strata,128,"15,320",-,Apartment,1,99 yrs lease commencing from 2017,05,Outside Central Region,11 to 15
AVENUE SOUTH RESIDENCE,"1,587,000",688.9,"2,304",Jan-21,SILAT AVENUE,New Sale,Strata,64,"24,797",-,Apartment,1,99 yrs lease commencing from 2018,03,Rest of Central Region,46 to 50
THE LANDMARK,"1,478,000",753.48,"1,962",Jan-21,CHIN SWEE ROAD,New Sale,Strata,70,"21,114",-,Condominium,1,99 yrs lease commencing from 2020,03,Rest of Central Region,01 to 05
SPOTTISWOODE 18,"825,000",387.5,"2,129",Jan-21,SPOTTISWOODE PARK ROAD,Resale,Strata,36,"22,917",-,Apartment,1,Freehold,02,Rest of Central Region,06 to 10
TWIN REGENCY,"2,250,000","1,216.33","1,850",Jan-21,KIM TIAN ROAD,Resale,Strata,113,"19,912",-,Condominium,1,Freehold,03,Rest of Central Region,31 to 35
NORMANTON PARK,"1,315,104",721.19,"1,824",Jan-21,NORMANTON PARK,New Sale,Strata,67,"19,628",-,Apartment,1,99 yrs lease commencing from 2019,05,Rest of Central Region,16 to 20
NORMANTON PARK,"896,995",516.67,"1,736",Jan-21,NORMANTON PARK,New Sale,Strata,48,"18,687",-,Apartment,1,99 yrs lease commencing from 2019,05,Rest of Central Region,01 to 05
NORMANTON PARK,"1,602,161",936.47,"1,711",Jan-21,NORMANTON PARK,New Sale,Strata,87,"18,416",-,Apartment,1,99 yrs lease commencing from 2019,05,Rest of Central Region,01 to 05
NORMANTON PARK,"1,992,870","1,097.93","1,815",Jan-21,NORMANTON PARK,New Sale,Strata,102,"19,538",-,Apartment,1,99 yrs lease commencing from 2019,05,Rest of Central Region,16 to 20
SKY EVERTON,"2,435,000",914.94,"2,661",Jan-21,EVERTON ROAD,New Sale,Strata,85,"28,647",-,Apartment,1,Freehold,02,Rest of Central Region,21 to 25
PARC CLEMATIS,"2,696,000","1,668.42","1,616",Jan-21,JALAN LEMPENG,New Sale,Strata,155,"17,394",-,Apartment,1,99 yrs lease commencing from 2019,05,Outside Central Region,21 to 25
HUNDRED TREES,"2,200,000","1,474.67","1,492",Jan-21,WEST COAST DRIVE,Resale,Strata,137,"16,058",-,Condominium,1,956 yrs lease commencing from 1928,05,Outside Central Region,11 to 15
MARINA BAY SUITES,"4,800,000","2,680.24","1,791",Jan-21,CENTRAL BOULEVARD,Resale,Strata,249,"19,277",-,Condominium,1,99 yrs lease commencing from 2007,01,Core Central Region,11 to 15
LUXE VILLE,"1,480,000","1,410.08","1,050",Jan-21,PASIR PANJANG ROAD,Resale,Strata,131,"11,298",-,Apartment,1,Freehold,05,Rest of Central Region,01 to 05
THE VISION,"1,085,000",818.06,"1,326",Jan-21,WEST COAST CRESCENT,Resale,Strata,76,"14,276",-,Condominium,1,99 yrs lease commencing from 2008,05,Outside Central Region,21 to 25
ECHELON,"1,439,000",731.95,"1,966",Jan-21,ALEXANDRA VIEW,Resale,Strata,68,"21,162",-,Condominium,1,99 yrs lease commencing from 2012,03,Rest of Central Region,41 to 45
THE TRILINQ,"800,000",538.2,"1,486",Jan-21,JALAN LEMPENG,Resale,Strata,50,"16,000",-,Condominium,1,99 yrs lease commencing from 2012,05,Outside Central Region,06 to 10
CARIBBEAN AT KEPPEL BAY,"1,850,000","1,216.33","1,521",Jan-21,KEPPEL BAY DRIVE,Resale,Strata,113,"16,372",-,Condominium,1,99 yrs lease commencing from 1999,04,Rest of Central Region,06 to 10
